data,RO,AC,AM,RR,PA,AP,TO,MA,PI,CE,RN,PB,PE,AL,SE,BA,MG,ES,RJ,SP,PR,SC,RS,MS,MT,GO,DF
2013-06,0.636495249,2.318204473,0.735309372,0.614663410,2.195829330,2.176882595,3.044317139,1.059711661,5.715782406,2.938973246,6.579807283,6.463280265,8.112026323,14.995751200,3.734636752,4.340561376,5.807698366,4.297584549,0.054981377,1.577970921,0.354627180,0.060293139,0.017914657,1.932539678,2.859735025,2.082670195,1.254587759
2013-07,1.099400884,1.545469649,0.656526225,1.024439017,2.346400484,1.360551622,3.111968631,1.044993444,6.657944341,3.178191998,7.202221485,6.488826828,7.699366350,15.965173500,3.734636752,4.819153136,6.361274967,4.766411954,0.134398921,1.536746717,0.491022249,0.000000000,0.008957328,1.971190471,2.419775790,1.585316118,1.433814581
2013-08,1.041537680,2.060626199,0.866614617,0.614663410,2.107996156,1.224496460,2.638408187,1.265766707,6.846376728,3.850282779,7.706080601,6.028988706,8.654999973,16.268117970,2.914838441,5.257862249,7.094521165,4.896641789,0.146617005,1.967310626,0.563766286,0.060293139,0.026871985,1.855238091,1.571282981,1.585316118,1.684732133
2013-09,0.752221658,1.803047924,0.682787274,1.229326821,2.095448560,1.496606784,4.397346979,1.118584531,5.024863653,4.032544686,8.180300946,6.769839013,8.654999973,16.783123570,3.051471492,6.254928415,7.512131583,6.094756270,0.134398921,2.354360097,0.982044498,0.045219854,0.035829314,2.009841265,1.791262598,2.346889548,1.577196039
2013-10,0.694358453,1.159102237,0.656526225,1.229326821,2.258567310,0.408165487,4.464998471,0.986120574,5.495944621,4.055327424,8.150662175,7.638422132,7.883977391,16.359001310,4.235624609,7.870175604,9.483641229,7.891927990,0.305452094,3.572764350,1.945902988,0.361758835,0.134359927,3.092063485,2.168370514,2.766532049,1.577196039
2013-11,1.099400884,1.931837061,0.840353568,1.229326821,1.869591829,0.408165487,4.464998471,1.103866314,5.213296040,3.519933073,7.824635688,6.539919952,6.493964848,15.450167910,3.506914999,6.361282139,8.298793067,5.964526435,0.232143591,2.388713601,1.454880738,0.437125259,0.232890540,3.594523801,1.602708640,2.673278160,1.756422862
2013-12,0.231452818,2.704571886,0.604004127,1.639102428,1.668830290,0.952386135,3.991438027,0.559292266,4.019890923,3.144017891,8.535966205,6.156721518,7.102095335,18.388729250,4.007902856,6.793344145,8.750395030,4.349676483,0.189380298,2.521547147,1.536717780,0.678297816,0.420994437,2.860158723,1.477006002,2.004958620,1.039515571
2014-01,0.285954324,2.025057556,1.032593024,1.207398941,2.043615967,1.198542572,3.407086740,0.934186012,3.630993408,3.087260572,8.684146445,7.226377037,8.374896136,20.742203610,3.469134167,8.640539096,8.739227949,6.512144377,0.157947432,2.350386862,1.362607804,0.520279917,0.285528845,4.886135857,1.829822194,2.652063658,1.612692875
2014-02,0.972244701,3.164152431,0.542111338,1.006165784,2.056001518,2.530256541,3.206669873,0.686042852,3.255373401,3.743162085,8.654808113,7.150309910,7.986870060,19.869164560,2.973543572,6.458918666,6.916143973,4.247050681,0.139722728,2.443493975,0.884341489,0.386493652,0.214146634,4.237195938,1.798808259,2.100189140,1.823044119
2014-03,0.686290377,2.657888042,1.187481978,2.414797881,2.662893532,1.997570954,4.141948586,0.467093006,3.098865064,3.777088026,10.561799730,7.860269759,8.762922211,24.806350910,4.144939524,7.324955867,7.494900791,5.225159322,0.109348222,2.257279750,1.019699880,0.341898231,0.187378304,4.924308793,2.139961549,2.253487617,1.858102660
2014-04,0.686290377,1.645359264,1.110037501,1.609865254,1.845447146,2.397085144,4.475976698,0.598462914,3.098865064,3.392594035,9.241574764,8.164538266,8.978492254,21.314194710,3.874617382,6.419252840,6.511014200,5.276638725,0.127572926,1.973416602,0.857269810,0.193246826,0.151687199,4.351714747,1.984891871,2.498765181,1.086814763
2014-05,0.400336054,1.265660972,1.006778199,1.207398941,2.353254749,2.397085144,5.210838544,0.715236165,4.444836759,3.777088026,9.828341416,7.378511290,8.892264237,22.699015270,2.613114048,6.280422449,7.065656151,6.203267964,0.091123518,1.882580395,0.649720277,0.104055983,0.071382211,2.443067928,2.108947613,2.774702440,1.051756223
2014-06,0.686290377,2.151623653,0.826074419,1.207398941,2.204628134,2.663427938,5.010421677,1.007169294,6.135126794,3.313433508,8.478778117,6.896752821,8.407231642,17.460780980,2.252684524,5.553215639,6.713579087,5.328118127,0.127572926,1.962062076,0.631672492,0.059460562,0.044613882,1.679609201,1.581710710,1.946890662,1.016697682
2014-07,0.857862972,1.898491459,0.774444768,1.207398941,2.328483647,1.731228160,3.607503608,1.211522484,4.945663436,3.019408691,8.097379794,7.581356961,7.997648562,18.544553590,3.108704643,5.454051074,7.118708859,5.636994540,0.121498024,1.775847852,0.487290208,0.089190843,0.035691106,1.832300946,1.147515613,2.345466703,1.542575793
2014-08,1.143817296,1.645359264,0.697000291,2.012331568,2.303712544,2.130742351,3.607503608,0.992572637,5.258680109,2.906322223,9.769664751,5.806457338,8.741365207,17.852143310,3.198812024,5.797821566,7.475608897,6.486404676,0.121498024,2.012021990,0.595576921,0.089190843,0.017845553,2.404894992,0.992445936,2.345466703,1.332224549
2014-09,0.400336054,1.898491459,1.006778199,1.207398941,1.808290492,1.731228160,4.075142964,0.802816104,4.507440093,2.736692522,10.092386410,7.378511290,9.075498772,19.146649490,3.379026786,6.511806434,7.769810279,6.126048861,0.145797629,2.561581044,1.155058271,0.104055983,0.098150540,2.633932610,1.488668904,2.790032288,1.858102660
2014-10,0.915053837,1.392227070,0.645370640,1.006165784,1.548193914,2.663427938,3.340281118,1.036362607,4.288328422,2.996791398,8.361424787,7.606712670,8.148547591,17.882248110,3.514187858,5.877153218,7.711934597,6.666582584,0.109348222,2.893133201,1.876969690,0.312167950,0.115996093,4.008158320,1.302585291,3.219268024,1.787985578
2014-11,0.743481242,1.265660972,0.361407559,1.408632097,1.610121671,1.065371175,4.609587943,0.759026134,4.037915084,2.487902292,7.803996468,6.795329986,8.331782127,15.263130960,3.784510001,6.974574404,9.028606358,6.280487067,0.115423123,2.865882338,1.777706870,0.386493652,0.303374398,3.702774829,1.581710710,2.790032288,2.243746608
2014-12,0.686290377,2.151623653,0.774444768,0.603699470,1.288097337,1.198542572,3.073058629,0.656849539,3.443183405,1.933778600,7.305244814,6.338927225,6.790456326,18.123086460,4.505369048,6.544861289,9.467496945,6.666582584,0.261220753,3.061180184,1.534061766,0.431089074,0.401524938,4.122677129,1.209543484,2.514095028,1.332224549
2015-01,1.187645769,2.489069872,0.990265940,0.791037545,1.810372529,1.434759528,4.356073356,0.811095673,3.651653481,2.133762422,7.640517986,5.916114034,6.570236848,17.210766340,3.655920786,6.846912122,8.390394967,4.936498562,0.181268619,2.826800429,1.549760110,0.395941453,0.480086544,5.054248303,1.286179148,2.344690358,1.269370769
2015-02,0.282772802,2.613523366,0.990265940,1.186556317,1.895998257,1.956490265,3.300055573,0.782127970,2.372014227,2.538054249,6.972335805,5.311915154,6.313419773,17.001243960,3.566751986,4.544876346,6.152636858,3.893217938,0.157099470,2.268197635,1.352680789,0.469263945,0.266714746,3.470080925,0.857452765,1.860625252,1.303678088
2015-03,0.565545604,3.111337340,0.837917334,0.988796931,2.250733415,1.826057581,2.970050016,0.579354052,2.403224941,2.863733777,9.064036547,6.495137961,7.062469577,20.712783140,4.948868381,5.853748115,7.273911799,4.453027053,0.175226332,2.160080965,1.119768865,0.307954464,0.231152780,4.299882885,1.653658904,2.193420012,1.612443950
2015-04,1.300754890,0.871174455,0.787134465,1.186556317,2.214036674,1.434759528,4.158070022,0.535902498,2.871385643,3.009728047,9.790321526,6.142688615,5.789084910,19.665171280,4.101764784,5.491999636,6.535978718,4.198568365,0.187310907,2.139809089,1.012271054,0.234631972,0.151138356,2.376251068,1.469919026,1.996768563,1.475214678
2015-05,1.017982088,1.866802404,0.609394424,2.373112634,2.262965662,1.956490265,5.412091140,0.926966483,2.871385643,3.234334618,9.557910333,5.689539454,7.362089498,16.193086240,3.789673985,4.742193698,6.603063544,5.267294857,0.096676597,1.961867070,0.842066187,0.146644983,0.133357373,2.753433777,2.143631913,1.860625252,1.406600042
2015-06,1.017982088,1.866802404,0.888700202,1.384315703,2.397520377,1.695624896,3.300055573,1.013869591,3.651653481,2.830042791,9.151190744,4.984640761,7.458395901,14.397180190,3.923427185,4.617226042,6.583896451,4.529364660,0.078549735,2.137556659,0.788317281,0.131980484,0.080014424,2.376251068,1.990515347,1.815244148,1.406600042
2015-07,0.735209286,2.240162885,0.812525899,0.791037545,2.409752624,2.739086371,4.752080025,1.202159658,4.431921319,2.627896877,8.076288974,6.218213475,9.159809027,16.282881540,3.477583187,4.525144611,8.059762613,6.590480039,0.120845746,2.419110486,0.689777621,0.043993495,0.026671475,1.584167379,2.051761974,2.072403736,1.337985406
2015-08,1.413864011,2.115709391,0.736351596,0.988796931,2.421984870,2.999951740,4.158070022,0.854547227,4.900082022,2.976037062,9.819372926,7.200036655,9.994464522,15.684246190,2.897985989,4.742193698,7.436832090,5.343632464,0.048338298,2.806528553,1.128727016,0.117315986,0.062233441,2.376251068,1.653658904,2.132911874,1.440907360
2015-09,1.640082253,2.115709391,0.533220121,1.582075089,1.675817814,2.739086371,2.970050016,0.709708714,4.182235611,2.223605050,9.470756135,5.714714408,8.860189105,16.103290940,3.120907988,6.452277417,9.799176304,5.801658104,0.169184045,3.860666083,1.648299770,0.205302976,0.071123932,3.432362654,1.653658904,2.132911874,1.475214678
2015-10,1.017982088,1.617895417,0.558611556,1.582075089,1.443405125,1.434759528,4.554076691,0.579354052,4.837660595,2.493132935,10.167989720,7.149686748,7.062469577,14.906020240,3.210076788,5.939252301,8.931865345,5.343632464,0.169184045,3.527306352,2.176830674,0.513257440,0.302276713,3.922700176,1.868022095,2.616976980,1.337985406
2015-11,0.848318407,4.355872276,0.380871515,1.977593862,1.198760188,1.826057581,3.894065576,0.680741011,3.589232054,2.414520635,9.528858934,8.232209742,7.340688075,15.833905030,3.789673985,6.728521710,10.244811220,6.285129612,0.187310907,4.362958112,2.579947466,0.762553910,0.328948187,4.941093490,1.714905530,2.390071462,2.024131768
2015-12,1.187645769,2.489069872,0.304697212,0.791037545,0.905186265,1.434759528,3.828064465,0.666257160,2.559278508,2.616666549,9.964629921,5.135690481,7.008966019,16.941380430,2.407557591,6.596976809,8.960615984,6.590480039,0.271902929,3.696238648,2.167872523,0.923863391,0.506758018,4.563910781,1.929268721,2.102657805,1.921209813
2016-01,0.727362656,2.571364550,0.499791712,1.361261228,1.245055438,1.917435239,3.653201575,1.020989825,4.358410799,3.592281414,9.381300363,2.425354708,7.417375958,18.517619870,3.751469142,5.865192478,8.367638907,4.856938010,0.162298669,3.309519467,2.010189705,0.738001720,0.531608559,3.728024229,2.117662790,2.284995717,2.048894000
2016-02,0.671411682,1.836688964,0.699708397,1.750193007,1.486813775,2.173093270,5.023152165,1.179171347,3.984832730,3.714999102,7.856119629,3.025442471,7.045444498,16.642041010,4.236953383,6.087755586,8.805785053,4.101973553,0.216398225,3.434659974,1.574352114,0.549883634,0.256944137,5.181953679,1.754634883,2.986922507,1.914540295
2016-03,0.447607788,1.469351171,0.474802126,2.722522456,1.547253359,2.940067366,3.131315635,0.647106227,3.019756054,3.447251419,8.604321499,2.400351051,7.279229987,16.671812100,4.545897901,5.413520290,7.234173875,4.177469998,0.210387163,3.347508550,1.609930693,0.434118659,0.177202853,4.548189560,1.784887209,2.225257267,2.317601410
2016-04,0.895215576,1.591797102,0.524781297,1.361261228,1.825275447,3.067896382,3.914144544,0.905948718,3.517860145,3.369158345,8.143889579,3.025442471,7.831813869,16.909980850,3.619064348,4.392348385,7.153212087,3.749656806,0.216398225,3.626840038,1.191882391,0.289412439,0.150622425,3.429782291,2.450438371,2.807707156,2.216836131
2016-05,0.559509735,1.469351171,0.649729225,1.361261228,1.668132528,1.533948191,4.827444938,1.006609687,4.358410799,3.480719880,9.381300363,2.475362022,10.063402620,17.803113640,3.707334210,4.320342674,6.781740355,4.252966444,0.162298669,2.598900162,0.693782288,0.101294354,0.070881141,2.050413326,1.724382558,2.299930330,1.914540295
2016-06,0.783313629,1.469351171,0.749687568,1.166795338,1.498901692,1.150461143,4.827444938,1.006609687,5.665934039,3.726155256,7.597126675,2.350343738,9.510818742,18.636704240,3.398389693,4.274520858,6.534092533,3.498001987,0.150276545,2.165377693,0.426942946,0.057882488,0.026580428,1.155687511,1.452111627,2.090845755,1.612244459
2016-07,0.447607788,1.469351171,0.524781297,0.583397669,2.018682117,1.278290159,4.762209195,1.236691901,6.319695658,3.804248330,9.611516323,2.500365678,8.373771138,18.606933150,3.089445175,3.711567115,8.200952873,3.825153251,0.198365039,3.191082917,0.578151906,0.072353110,0.026580428,2.274094780,1.331102325,2.031107304,2.183247705
2016-08,0.559509735,1.591797102,0.724697982,1.944658897,1.716484196,1.917435239,4.436030483,1.394873423,6.693273727,4.016215246,8.776983469,2.650387619,10.541600210,18.666475340,3.663199279,4.902934337,8.472412985,5.637067950,0.168309730,3.065942410,0.622625130,0.057882488,0.026580428,1.938572599,1.028579069,2.329799555,2.317601410
2016-09,0.951166550,0.857121517,0.474802126,1.555727118,1.365934606,1.406119175,4.631737711,1.121650794,5.728197050,3.625749875,9.899286273,2.725398590,9.425805837,18.041282380,4.016278728,4.791652784,8.696248516,6.694018190,0.216398225,2.167612345,1.120725234,0.130235598,0.070881141,1.826731872,1.784887209,2.404472618,2.754250951
2016-10,0.839264603,2.448918619,0.474802126,2.139124787,1.353846689,1.022632127,6.458338498,0.905948718,4.638594350,3.346846038,10.273387210,3.175464412,9.935883267,17.803113640,4.413493108,6.068117665,10.929841370,6.744349154,0.348641584,3.588850955,1.743350364,0.419648037,0.159482568,3.355221806,1.694130232,2.882380219,3.291665771
2016-11,0.783313629,2.081580826,0.674718811,1.750193007,1.136264186,1.150461143,6.654045725,1.049750102,4.015964236,3.681530642,8.920868444,2.875420530,10.031522790,17.445860520,4.501762970,5.374244447,10.005924500,8.405270961,0.264486719,3.957568519,1.894559324,0.564354256,0.265804279,3.802584714,1.512616279,2.852510994,3.829080591
2016-12,0.727362656,2.204026757,0.399833369,2.528056566,1.172527936,1.278290159,4.566501968,0.618345950,3.798043696,3.480719880,7.654680665,3.850563145,9.712724392,17.713800360,5.207921867,5.315330684,11.072715120,10.644998850,0.264486719,4.214553488,1.725561074,0.766942964,0.416426704,4.324508106,1.512616279,2.867445606,3.022958361
2017-01,1.052172237,2.651819691,0.664433187,2.296053085,1.768932478,2.757852986,5.741216906,1.485665683,5.063280130,4.068528656,9.267171998,8.197621299,10.249896920,21.120775590,6.555611691,7.227370266,9.706652646,7.967421215,0.317005440,3.650082916,1.510481683,0.685600574,0.379761536,5.233774654,1.584670436,3.097906228,2.862365617
2017-02,0.775284806,1.687521621,0.762867733,2.296053085,1.756980231,1.629640401,4.257531638,1.257101732,3.665442057,4.157215929,8.525798239,7.502065552,9.162626701,21.446622050,6.511907613,6.347573164,9.218952538,6.124955059,0.227286919,3.654518011,1.581147493,0.542767121,0.220791591,5.123201950,1.405273783,2.906131081,2.368854304
2017-03,0.775284806,2.531282432,0.935128189,1.530702056,2.366544802,3.008566894,6.192773292,1.171390250,4.845838652,4.833456387,10.407747010,8.768970662,11.421615310,22.957364770,5.900050522,7.357710578,10.890390770,8.067013980,0.167474572,3.552510833,1.324983932,0.342800287,0.203128264,4.938914110,1.405273783,2.935634950,2.895266371
2017-04,1.107549723,1.928596139,0.787476370,1.913377571,2.199213351,2.381782125,7.611950504,1.357098461,3.758631262,4.312418657,9.694887629,8.098256192,10.798810040,22.483406270,5.331897509,6.751628130,9.654568169,6.996391754,0.233268154,3.104566271,0.953988431,0.414217013,0.150138282,4.496623294,1.764067090,3.540464261,2.993968634
2017-05,1.605947099,1.446447104,1.131997281,1.339364299,2.151404365,3.635351664,8.192523000,1.742800128,6.616433544,3.946583655,8.953513869,9.191272365,11.748851980,24.408862670,5.725234210,6.927587550,8.901710719,7.917624832,0.155512103,3.040257399,1.157152634,0.242816870,0.141306618,4.091190046,2.272357607,3.156913966,2.171449778
2017-06,1.772079558,2.290207915,0.861302279,2.104715328,2.091643133,1.754997355,6.321789402,2.028505067,6.678559680,3.857896382,7.984025106,7.750478319,13.216138970,23.135099200,5.288193431,6.536566616,8.740722334,8.440486849,0.137568398,2.594530384,0.609492609,0.171400143,0.061821645,2.911747871,1.584670436,3.186417835,1.677938465
2017-07,1.273682182,1.205372587,0.738259096,1.530702056,1.948216175,1.504283447,6.644329677,2.399921488,7.983208548,4.212645475,9.666373254,8.719288109,16.805186300,25.504891700,5.463009743,5.624184436,9.536194356,8.191504936,0.221305684,3.275317416,0.927488753,0.114266762,0.070653309,2.948605439,1.793966532,2.847123343,1.447633186
2017-08,1.273682182,2.531282432,0.590607277,2.678728599,1.888454943,1.378926493,7.482934394,2.585629699,8.604469913,4.345676385,12.175638290,11.501511090,18.768606310,21.416999650,5.419305665,7.540187014,11.799501660,12.797670330,0.227286919,4.024848416,1.395649742,0.071416726,0.070653309,4.091190046,1.375374341,4.115789704,2.171449778
2017-09,1.495192127,2.410745173,0.738259096,2.487390842,1.637457767,1.128212585,9.224651882,1.699944388,7.361947182,1.707230008,12.033066410,10.681748960,15.137334900,18.365891810,5.113377119,7.149166079,10.667848010,12.025826400,0.317005440,3.998237848,2.314305269,0.257100215,0.114811627,3.943759774,1.614569879,3.289681376,2.763663354
2017-10,1.716702071,3.133968725,0.467564094,2.870066356,1.374508344,1.378926493,9.353667993,1.457095189,8.076397753,3.957669565,11.320207030,9.663256622,14.641201880,21.831713330,6.817836159,9.430121529,12.983239780,14.092376270,0.269155562,5.503952490,3.665788880,0.414217013,0.256118245,7.334656029,1.764067090,4.705867080,2.993968634
2017-11,0.996794751,3.254505984,0.590607277,3.061404113,1.314747112,1.253569539,9.998748544,0.799973829,7.548325592,4.024185019,10.721405140,8.098256192,11.516619510,19.076829560,5.506713820,10.446775960,15.057148980,12.050724590,0.442611369,5.539433247,3.639289201,0.699883919,0.388593200,6.634362237,2.571352029,5.620487014,3.651983718
2017-12,0.664529834,1.928596139,1.107388645,2.104715328,1.123511168,1.002855631,7.740966615,1.585662412,6.057298314,3.636178199,10.436261390,8.744129385,12.244984990,21.357754830,6.249683145,10.309918630,16.255091970,12.996855860,0.406723961,4.996134150,2.543969150,0.514200430,0.574058136,6.560647101,2.122860396,4.779626752,3.454579193
2018-01,1.365506953,2.070714914,1.176294432,3.468801598,1.339050216,3.013885574,8.165999991,1.876317953,6.003925219,4.242120867,8.651886600,8.757671720,12.962951650,21.036348640,5.310958834,10.403293350,13.069930970,10.371595120,0.413753878,4.712450901,2.722721961,0.777330883,0.503106684,6.622943112,1.975596732,4.724640851,2.756577715
2018-02,1.194818584,2.300794349,0.808702422,2.601601199,1.433018653,2.290553036,5.465433065,1.293522225,4.165988928,4.440453790,8.623142791,7.981992225,15.090097250,22.330430180,7.549462145,8.823558997,10.964483910,8.634604676,0.256410854,3.873608290,2.070678514,0.551198263,0.291272291,7.459908451,1.365485976,3.872182716,2.588493708
2018-03,1.137922461,2.300794349,0.906726958,3.642241678,1.738416070,1.687775921,7.201511803,1.577812824,4.686737544,5.343970442,11.986168480,10.334052630,14.963732170,26.965047760,6.847186596,10.680084420,12.404552670,11.151982130,0.337996126,5.015488285,2.097112708,0.551198263,0.370710188,9.170228925,1.801279373,3.944424931,2.891044921
2018-04,1.308610830,1.840635479,1.127282164,3.642241678,1.773654234,3.978328957,8.165999991,1.805245304,5.207486160,4.671842201,9.801638972,10.534227980,16.648599970,24.677833890,7.066647705,9.647181183,11.415990620,10.698854190,0.244755815,4.275462211,1.797525178,0.438131952,0.238313692,6.186265544,1.539803335,4.276739119,2.823811318
2018-05,1.251714707,1.610556044,0.882220824,1.214080559,1.562225252,1.687775921,12.409748020,1.776816244,6.248983391,5.101563536,10.405258970,10.108855360,16.006244120,26.152484940,6.847186596,9.464904142,11.629862220,10.749201740,0.285548451,4.402825749,1.665354209,0.169599465,0.150049362,4.585114462,1.859385159,4.594604865,2.353176099
2018-06,0.568961230,1.265436892,0.980245360,1.387520639,1.914606888,1.928886767,8.230299204,2.004248723,6.739099736,4.892212116,9.226762786,10.534227980,13.868568100,21.457677510,5.705988830,8.843812002,12.437821590,11.126808360,0.297203490,4.521405595,1.163104527,0.183732754,0.079437897,4.257606286,1.481697549,4.117806247,2.924661723
2018-07,1.194818584,1.725595762,0.833208556,1.907840879,2.126035870,2.049442190,8.616094479,2.828691460,9.373475087,5.354988938,10.865159920,10.659337580,15.437601240,22.029480980,6.013234383,9.464904142,13.350340400,12.536539730,0.238928296,4.686099825,1.727033994,0.127199599,0.044132165,4.112047097,1.714120694,4.161151576,2.554876907
2018-08,1.877572060,1.840635479,1.249812834,3.468801598,2.090797706,1.808331344,9.066188966,3.127196589,9.373475087,5.961006205,11.325060870,10.258986870,15.922000730,25.851535740,8.602875467,12.435344810,15.702927980,13.669359590,0.326341087,4.890320670,1.674165607,0.113066310,0.088264330,3.638979732,1.917490946,5.201439469,3.664231354
2018-09,1.137922461,2.530873784,0.833208556,4.162561918,1.985083216,2.893330151,8.616094479,2.245895732,8.393242398,6.192394616,10.951391340,11.585148590,15.764044370,22.390620020,6.891078818,11.652228640,16.724758950,12.284801990,0.477856592,6.745875661,2.810835940,0.226132621,0.097090764,5.713198179,1.859385159,6.516247780,4.941669807
2018-10,2.389637168,2.415834067,0.808702422,4.509442078,1.667939743,2.893330151,12.088251960,2.416470092,9.894223703,4.859156629,11.986168480,10.659337580,15.574496750,22.751759050,5.969342161,14.440392270,16.829318390,10.975765710,0.541959305,7.294856428,3.797712508,0.537064974,0.406015920,8.078535005,1.975596732,6.299521135,4.874436204
2018-11,1.649987568,3.106072371,0.882220824,2.428161119,1.421272598,2.169997613,14.660220460,2.217466672,8.331977855,5.916932222,12.043656100,8.457408690,13.078786310,23.744891390,8.251737693,14.156850200,17.608761550,11.605110070,0.472029072,7.571542734,3.788901110,0.706664439,0.520759550,8.806330951,1.045904152,6.415108679,4.202100176
2018-12,1.081026338,2.645913502,0.833208556,4.162561918,1.397780489,1.808331344,12.023952740,2.899764110,8.331977855,6.743319403,11.440036100,11.159775960,14.563576060,26.694193490,8.032276584,15.709580560,17.404395360,11.403719880,0.501166669,7.637420426,3.489313581,1.045863370,0.847337573,8.660771762,1.801279373,6.371763350,4.504651389
2019-01,1.688024870,3.855159394,1.182262111,4.457203419,1.976085874,3.783709004,10.426825930,2.445167127,7.087806620,8.278510105,12.803502170,10.253533550,13.696665010,27.356977390,6.742953396,13.877436420,15.952729660,10.749878690,0.434406300,6.949185729,2.737460006,0.879300267,1.028369009,9.535852286,2.582892185,6.212282823,3.349619337
2019-02,1.969362349,2.834676025,1.278773304,2.971468946,2.510791463,4.256672630,9.028105382,2.091819276,5.682465652,6.285535450,13.915610380,10.776165110,13.456005510,26.817628440,6.612444621,10.939238880,13.179779610,7.042165901,0.399653796,5.555428641,2.440100133,0.600157325,0.536158201,8.240415749,2.123711352,6.112544337,3.714429364
2019-03,1.519222383,2.721288984,1.182262111,4.787366635,2.557287601,3.901949911,9.218840003,1.696069684,5.468609418,6.635948576,14.400375490,11.945864330,14.397716620,31.312203040,7.351994348,12.055350530,13.014441870,7.465193535,0.388069628,5.875557222,2.833664671,0.809514531,0.501000287,9.140024455,1.865422134,6.055550917,4.444049418
2019-04,1.462954888,3.174837148,1.109878717,3.796876986,2.441047256,3.310745379,9.028105382,1.540596629,4.460430028,7.183469086,12.689439790,11.796541030,15.757966010,26.517990130,6.003403669,11.329205600,12.074378740,7.091933858,0.214307108,5.002281297,2.046535596,0.390800119,0.342789670,7.592697480,2.152410154,5.998557497,3.780758460
2019-05,1.350419896,1.360644492,1.230517708,5.942937891,2.220190599,2.601299941,12.016281110,2.035283620,5.865770996,6.964460882,12.632408600,12.767142500,14.544205020,25.649039040,6.612444621,10.502207210,11.998795770,6.295646548,0.196930856,4.867261079,1.810396873,0.307057236,0.210947489,6.117339202,2.812482601,5.799080525,2.885315667
2019-06,1.406687392,2.381127861,0.989239726,2.311142513,2.406175152,2.246577221,10.935451590,3.081193259,7.210010183,6.537394884,11.235144440,11.995638760,14.889499090,21.783704890,6.003403669,8.431349452,11.805114430,6.444950419,0.272227948,4.804106461,1.574258151,0.223314353,0.158210617,4.713949620,2.410699373,4.644963762,3.051138406
2019-07,1.125349913,1.927579697,0.892728533,3.796876986,2.568911636,2.483059034,9.028105382,2.600640182,8.768105603,7.052064163,11.320691230,12.045413200,15.192939340,22.353017670,6.438432920,8.720462710,11.488610760,6.345414505,0.272227948,4.590687407,1.434324093,0.125614324,0.096684266,4.534027879,1.922819738,4.545225276,4.842023993
2019-08,1.519222383,1.927579697,0.747961744,2.971468946,1.743605183,2.719540847,9.854622072,2.855050634,7.759926213,7.314874008,13.145689310,14.583909370,17.118215400,23.821245370,5.698883193,9.641591000,13.264810450,7.365657621,0.249059612,5.141657006,1.827888630,0.153528618,0.079105308,4.929855710,2.382000571,5.428623293,5.339492211
2019-09,1.462954888,3.288224189,0.699706148,3.796876986,1.871469563,3.074263566,10.553982350,2.544104525,8.523698479,7.282022777,12.432799440,13.613307890,18.311049480,22.952294290,6.481935845,12.109139040,14.800089430,8.385900738,0.440198384,6.511458894,2.772443521,0.097700030,0.184579053,7.448760087,2.410699373,5.699342039,5.206834019
2019-10,1.575489879,2.154353779,1.013367524,5.447693067,1.906341666,1.891854502,13.415001660,2.275560159,9.256919853,6.756403088,13.259751690,14.011503370,15.946308240,23.431715580,7.961035300,15.887782100,16.543221580,9.679867617,0.492327139,7.458778164,2.991090486,0.432671560,0.430684457,9.607820982,3.042073018,6.084047627,6.367593196
2019-11,2.081897340,2.948063066,1.061623120,4.622285027,1.627364837,2.128336315,11.126186210,2.713711494,7.118357511,7.161568265,13.373814070,15.031879280,13.571103530,26.308243320,7.526006049,14.032078390,16.873897050,7.664265363,0.457574635,8.081613363,3.393400902,0.795557384,0.676789861,8.852149669,2.468096977,6.839210447,6.168605908
2019-12,1.519222383,2.948063066,0.892728533,3.136550554,1.627364837,2.010095409,9.536731037,2.501702783,6.049076340,6.690700627,13.459360860,13.687969540,13.309517110,26.547953960,7.874029450,12.647024180,17.573039480,8.485436652,0.532871727,7.994503545,3.734490168,0.837428826,0.940474222,9.391914893,2.554193383,6.881955513,6.831896866
2020-01,1.948276054,1.900566816,1.497250051,5.862026899,2.830597377,3.017035809,9.369607759,2.825177192,7.709935761,9.469796953,17.005431270,14.235220810,13.299889850,27.808087200,11.428216570,13.448859570,15.512383470,8.243004765,0.426115367,7.731802919,3.099808628,0.620475527,1.024251743,15.270197060,2.694103034,6.607118256,5.007939056
2020-02,1.502955813,1.676970720,1.354654808,5.545160580,2.542935042,4.061394358,8.992308118,2.094285580,5.698648171,7.031596359,15.166241530,13.863867220,12.114442280,27.539554170,10.263832240,11.982076580,13.798178210,7.800097046,0.310949052,6.113719547,2.552783576,0.730782287,0.595291611,10.180131370,2.580667117,4.751502065,4.582427895
2020-03,1.280295693,1.565172672,0.926869079,3.643962667,2.646493482,3.597235003,9.998440495,1.658561735,4.510160050,6.563548923,12.619671120,12.898347900,11.792083730,25.659822950,9.961954820,10.468410120,14.009518580,8.218398780,0.264882525,6.543624208,2.596198263,0.468803731,0.341417248,12.031064350,2.949333848,5.665252462,4.516964639
2020-04,1.669950903,1.229778528,0.760507962,2.534930551,2.266779200,3.829314680,10.564389960,1.489894440,4.174945451,3.657300892,8.573453701,9.803734678,8.058963746,23.899439750,7.546935470,9.269532694,13.229907420,7.996944921,0.270640841,5.729181710,2.162051396,0.179248486,0.218857210,7.118972988,2.353795282,5.173233018,3.993258594
